symbol,display_symbol,provider_symbol,name,exchange,is_etf,is_test_issue,raw_type,source,active
BCARU,BCARU,BCARU,D. Boral ARC Acquisition I Corp. - Units,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCARW,BCARW,BCARW,D. Boral ARC Acquisition I Corp. - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCAT,BCAT,BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCAX,BCAX,BCAX,Bicara Therapeutics Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCBP,BCBP,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCC,BCC,BCC,"Boise Cascade, L.L.C. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCCC,BCCC,BCCC,Global X Bitcoin Covered Call ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BCD,BCD,BCD,abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BCDA,BCDA,BCDA,"BioCardia, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCDF,BCDF,BCDF,Horizon Kinetics Blockchain Development ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BCE,BCE,BCE,"BCE, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCEM,BCEM,BCEM,Baron Emerging Markets Select ETF,NYSE,True,False,ETF,nasdaqtrader:otherlisted,True
BCFN,BCFN,BCFN,Baron Financials ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BCG,BCG,BCG,"Binah Capital Group, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCGD,BCGD,BCGD,Baron Global Durable Advantage ETF,NYSE,True,False,ETF,nasdaqtrader:otherlisted,True
BCGS,BCGS,BCGS,Bancreek Global Select ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BCGWW,BCGWW,BCGWW,"Binah Capital Group, Inc. - Warrants",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCH,BCH,BCH,Banco De Chile ADS,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCHI,BCHI,BCHI,GMO Beyond China ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BCHP,BCHP,BCHP,Principal Focused Blue Chip ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BCHT,BCHT,BCHT,Birchtech Corp. Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
BCI,BCI,BCI,abrdn Bloomberg All Commodity Strategy K-1 Free ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BCIC,BCIC,BCIC,BCP Investment Corporation - Closed End Fund,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCIL,BCIL,BCIL,Bancreek International Large Cap ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BCKT,BCKT,BCKT,LifeX 2030 Income Bucket ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BCLO,BCLO,BCLO,iShares BBB-B CLO Active ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BCML,BCML,BCML,BayCom Corp - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCO,BCO,BCO,Brinks Company (The) Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCOR,BCOR,BCOR,Grayscale Bitcoin Adopters ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BCPC,BCPC,BCPC,Balchem Corporation - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCPL,BCPL,BCPL,BNY Mellon Core Plus ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BCRX,BCRX,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCS,BCS,BCS,Barclays PLC Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCSF,BCSF,BCSF,"Bain Capital Specialty Finance, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCSM,BCSM,BCSM,Baron SMID Cap ETF,NYSE,True,False,ETF,nasdaqtrader:otherlisted,True
BCSS,BCSS,BCSS,Bain Capital GSS Investment Corp. Class A Ordinary Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCSS.U,BCSS.U,BCSS-U,"Bain Capital GSS Investment Corp. Units, each consisting of one Class A Ordinary Share and one-fifth of one redeemable warrant",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCSS.W,BCSS.W,BCSS-W,"Bain Capital GSS Investment Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCTK,BCTK,BCTK,Baron Technology ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BCTX,BCTX,BCTX,BriaCell Therapeutics Corp. - Common Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCTXL,BCTXL,BCTXL,BriaCell Therapeutics Corp. - Warrants,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCTXZ,BCTXZ,BCTXZ,BriaCell Therapeutics Corp. - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BCUS,BCUS,BCUS,Bancreek U.S. Large Cap ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BCV,BCV,BCV,"Bancroft Fund, Ltd.",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
BCV$A,BCV$A,BCV$A,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
BCX,BCX,BCX,BlackRock Resources Common Shares of Beneficial Interest,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BCYC,BCYC,BCYC,Bicycle Therapeutics plc - American Depositary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BDBT,BDBT,BDBT,Bluemonte Core Bond ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BDC,BDC,BDC,Belden Inc Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BDCI,BDCI,BDCI,BTC Development Corp. - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BDCIU,BDCIU,BDCIU,BTC Development Corp. - Unit,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BDCIW,BDCIW,BDCIW,BTC Development Corp. - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BDCX,BDCX,BDCX,"ETRACS Quarterly Pay 1.5x Leveraged MarketVector BDC Liquid Index ETN due June 10, 2050",NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BDCZ,BDCZ,BDCZ,"ETRACS MarketVector Business Development Companies Liquid Index ETN due April 26, 2041",NYSE Arca,False,False,stock,nasdaqtrader:otherlisted,True
BDEC,BDEC,BDEC,Innovator U.S. Equity Buffer ETF - December,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BDGS,BDGS,BDGS,Bridges Capital Tactical ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BDIV,BDIV,BDIV,AAM Brentview Dividend Growth ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BDJ,BDJ,BDJ,Blackrock Enhanced Equity Dividend Trust,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BDL,BDL,BDL,"Flanigan's Enterprises, Inc. Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
BDMD,BDMD,BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BDMDW,BDMDW,BDMDW,Baird Medical Investment Holdings Ltd - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BDN,BDN,BDN,Brandywine Realty Trust Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BDRX,BDRX,BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BDRY,BDRY,BDRY,Breakwave Dry Bulk Shipping ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BDSX,BDSX,BDSX,"Biodesix, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BDTX,BDTX,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BDVG,BDVG,BDVG,IMGP Berkshire Dividend Growth ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BDVL,BDVL,BDVL,iShares Disciplined Volatility Equity Active ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BDX,BDX,BDX,"Becton, Dickinson and Company Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BDYN,BDYN,BDYN,iShares Dynamic Equity Active ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BE,BE,BE,Bloom Energy Corporation Class A Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BEAG,BEAG,BEAG,Bold Eagle Acquisition Corp. - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BEAGR,BEAGR,BEAGR,Bold Eagle Acquisition Corp. - Right,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BEAGU,BEAGU,BEAGU,Bold Eagle Acquisition Corp. - Units,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BEAM,BEAM,BEAM,Beam Therapeutics Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BEAT,BEAT,BEAT,"Heartbeam, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BEATW,BEATW,BEATW,"Heartbeam, Inc. - Warrant",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BEBE,BEBE,BEBE,TGE Value Creative Solutions Corp Class A Ordinary Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BEBE.U,BEBE.U,BEBE-U,"TGE Value Creative Solutions Corp Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BEBE.W,BEBE.W,BEBE-W,"TGE Value Creative Solutions Corp Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BEDY,BEDY,BEDY,BNY Mellon Enhanced Dividend and Income ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BEDZ,BEDZ,BEDZ,AdvisorShares Hotel ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BEEM,BEEM,BEEM,Beam Global - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BEEP,BEEP,BEEP,Mobile Infrastructure Corporation - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BEEX,BEEX,BEEX,The Beehive ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BEEZ,BEEZ,BEEZ,Honeytree U.S. Equity ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BEG,BEG,BEG,Leverage Shares 2x Long BE Daily ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BEGS,BEGS,BEGS,Rareview 2x Bull Cryptocurrency & Precious Metals ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BEKE,BEKE,BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BELFA,BELFA,BELFA,Bel Fuse Inc. - Class A Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BELFB,BELFB,BELFB,Bel Fuse Inc. - Class B Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BELT,BELT,BELT,iShares U.S. Select Equity Active ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BEMB,BEMB,BEMB,iShares J.P. Morgan Broad USD Emerging Markets Bond ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BEN,BEN,BEN,"Franklin Resources, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BENF,BENF,BENF,Beneficient - Class A Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BENFW,BENFW,BENFW,Beneficient - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BENJ,BENJ,BENJ,Horizon Landmark ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BEP,BEP,BEP,Brookfield Renewable Partners L.P. Limited Partnership Units,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BEP$A,BEP$A,BEP$A,"Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units, Series 17",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BEPC,BEPC,BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BEPH,BEPH,BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BEPI,BEPI,BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BEPJ,BEPJ,BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BERZ,BERZ,BERZ,MicroSectors FANG & Innovation -3x Inverse Leveraged ETN,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BESF,BESF,BESF,Bastion Energy ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BESO,BESO,BESO,GSR Crypto Core3 ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BESS,BESS,BESS,Bimergen Energy Corporation Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
BESS.W,BESS.W,BESS-W,"Bimergen Energy Corporation Warrants, each share exercisable to purchase one share of Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
BETA,BETA,BETA,"Beta Technologies, Inc. Class A Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BETE,BETE,BETE,ProShares Bitcoin & Ether Equal Weight ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BETH,BETH,BETH,ProShares Bitcoin & Ether Market Cap Weight ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BETR,BETR,BETR,Better Home & Finance Holding Company - Class A Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BETRW,BETRW,BETRW,Better Home & Finance Holding Company - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BETZ,BETZ,BETZ,Roundhill Sports Betting & iGaming ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BEX,BEX,BEX,Tradr 2X Long BE Daily ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BEZ,BEZ,BEZ,Tradr 2X Short BE Daily ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BF.A,BF.A,BF-A,Brown Forman Inc Class A Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BF.B,BF.B,BF-B,Brown Forman Inc Class B Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BFAM,BFAM,BFAM,Bright Horizons Family Solutions Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BFAP,BFAP,BFAP,FT Vest Bitcoin Strategy Floor15 ETF April,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BFC,BFC,BFC,Bank First Corporation - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BFEB,BFEB,BFEB,Innovator U.S. Equity Buffer ETF - February,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BFEW,BFEW,BFEW,FT Vest Laddered U.S. Equity Equal Weight Buffer ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BFH,BFH,BFH,"Bread Financial Holdings, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BFH$A,BFH$A,BFH$A,"Bread Financial Holdings, Inc. Depositary Shares, each representing a 1/40th interest in a share of 8.625% Non-Cumulative Perpetual Preferred Stock, Series A",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BFIX,BFIX,BFIX,Build Bond Innovation ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BFJA,BFJA,BFJA,FT Vest Bitcoin Strategy Floor15 ETF - January,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BFJL,BFJL,BFJL,FT Vest Bitcoin Strategy Floor15 ETF July,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BFLB,BFLB,BFLB,BufferLABS US Equity Dynamic Buffer ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BFLY,BFLY,BFLY,"Butterfly Network, Inc. Class A Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BFOC,BFOC,BFOC,FT Vest Bitcoin Strategy Floor15 ETF - October,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BFOR,BFOR,BFOR,Barron's 400 ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BFRG,BFRG,BFRG,"Bullfrog AI Holdings, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BFRGW,BFRGW,BFRGW,"Bullfrog AI Holdings, Inc. - Warrants",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BFRI,BFRI,BFRI,Biofrontera Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BFRIW,BFRIW,BFRIW,Biofrontera Inc. - Warrants,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BFRZ,BFRZ,BFRZ,Innovator Equity Managed 100 Buffer ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BFS,BFS,BFS,"Saul Centers, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BFS$D,BFS$D,BFS$D,"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BFS$E,BFS$E,BFS$E,"Saul Centers, Inc. Depositary shares, each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BFST,BFST,BFST,"Business First Bancshares, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BFXU,BFXU,BFXU,FT Vest Laddered U.S. Equity Uncapped Accelerator ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BG,BG,BG,Bunge Limited Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BGB,BGB,BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BGC,BGC,BGC,"BGC Group, Inc. - Class A Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BGDE,BGDE,BGDE,"Big Digital Energy, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BGDV,BGDV,BGDV,Bahl & Gaynor Dividend ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BGH,BGH,BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BGI,BGI,BGI,Birks Group Inc. Common Stock,NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
BGIG,BGIG,BGIG,Bahl & Gaynor Income Growth ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BGIN,BGIN,BGIN,Bgin Blockchain Limited - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BGL,BGL,BGL,Blue Gold Limited - Class A ordinary shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BGLC,BGLC,BGLC,BioNexus Gene Lab Corp - Common stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BGLD,BGLD,BGLD,FT Vest Gold Strategy Quarterly Buffer ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BGLWW,BGLWW,BGLWW,Blue Gold Limited - Warrant,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BGM,BGM,BGM,BGM Group Ltd. - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BGMS,BGMS,BGMS,"Bio Green Med Solution, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BGR,BGR,BGR,BlackRock Energy and Resources Trust,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BGRN,BGRN,BGRN,iShares USD Green Bond ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BGRO,BGRO,BGRO,iShares Large Cap Growth Active ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BGS,BGS,BGS,"B&G Foods, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BGSF,BGSF,BGSF,"BGSF, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BGSI,BGSI,BGSI,Boyd Group Services Inc. Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BGT,BGT,BGT,BlackRock Floating Rate Income Trust,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BGX,BGX,BGX,Blackstone Long Short Credit Income Fund Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BGY,BGY,BGY,Blackrock Enhanced International Dividend Trust,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BH,BH,BH,Biglari Holdings Inc. Class B Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BH.A,BH.A,BH-A,Biglari Holdings Inc. Class A Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHAV,BHAV,BHAV,BHAV Acquisition Corp - Class A Ordinary Shares,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHAVR,BHAVR,BHAVR,BHAV Acquisition Corp - Rights,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHAVU,BHAVU,BHAVU,BHAV Acquisition Corp - Units,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHB,BHB,BHB,"Bar Harbor Bankshares, Inc. Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
BHC,BHC,BHC,Bausch Health Companies Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHDG,BHDG,BHDG,Nicholas Bitcoin Tail ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BHE,BHE,BHE,"Benchmark Electronics, Inc. Common Stock",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHF,BHF,BHF,"Brighthouse Financial, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHFAL,BHFAL,BHFAL,"Brighthouse Financial, Inc. - Junior Subordinated Debentures due 2058",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHFAM,BHFAM,BHFAM,"Brighthouse Financial, Inc. - Depositary shares each representing a 1/1,000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock, Series D",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHFAN,BHFAN,BHFAN,"Brighthouse Financial, Inc. - depositary shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series C",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHFAO,BHFAO,BHFAO,"Brighthouse Financial, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 6.750% Non-Cumulative Preferred Stock, Series B",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHFAP,BHFAP,BHFAP,"Brighthouse Financial, Inc. - Depositary Shares 6.6% Non-Cumulative Preferred Stock, Series A",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHK,BHK,BHK,Blackrock Core Bond Trust,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHM,BHM,BHM,"Bluerock Homes Trust, Inc. Class A Common Stock",NYSE American,False,False,stock,nasdaqtrader:otherlisted,True
BHP,BHP,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHR,BHR,BHR,Braemar Hotels & Resorts Inc. Common Stock,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHR$B,BHR$B,BHR$B,"Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock, par value $0.01 per share",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHR$D,BHR$D,BHR$D,"Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock,  par value $0.01 per share",NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHRB,BHRB,BHRB,Burke & Herbert Financial Services Corp. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHST,BHST,BHST,BioHarvest Sciences Inc. - Common Stock,NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BHV,BHV,BHV,BlackRock Virginia Municipal Bond Trust,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHVN,BHVN,BHVN,Biohaven Ltd. Common Shares,NYSE,False,False,stock,nasdaqtrader:otherlisted,True
BHYB,BHYB,BHYB,Xtrackers USD High Yield BB-B ex Financials ETF,Cboe,True,False,ETF,nasdaqtrader:otherlisted,True
BIAF,BIAF,BIAF,"bioAffinity Technologies, Inc. - Common Stock",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BIAFW,BIAFW,BIAFW,"bioAffinity Technologies, Inc. - Warrant",NASDAQ,False,False,stock,nasdaqtrader:nasdaqlisted,True
BIB,BIB,BIB,ProShares Ultra Nasdaq Biotechnology,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
BIBL,BIBL,BIBL,Inspire 100 ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BIDD,BIDD,BIDD,iShares International Dividend Active ETF,NYSE Arca,True,False,ETF,nasdaqtrader:otherlisted,True
BIDG,BIDG,BIDG,Leverage Shares 2X Long BIDU Daily ETF,NASDAQ,True,False,ETF,nasdaqtrader:nasdaqlisted,True
